"model","year","transmission","mileage","fuelType","tax","mpg","engineSize","price"
2,2016,1,24460,2,30,65.7,2,12347
18,2019,3,6698,2,145,54.3,2,35750
18,2019,2,4466,2,145,54.3,2,35750
1,2017,1,39838,2,145,62.8,2,15000
3,2018,3,3552,2,145,53.3,3,24250
17,2019,2,2631,1,145,34,2,32000
20,2019,3,6224,2,145,36.7,3,47500
18,2019,2,2209,1,145,24.8,3,54000
4,2016,3,33064,2,30,65.7,2,17500
5,2019,3,5000,3,135,156.9,2,36499
3,2020,3,5000,2,145,47.9,3,35999
4,2018,3,4000,2,145,58.9,2,27995
4,2014,3,24649,1,160,44.8,2,13950
4,2018,3,22270,2,145,60.1,2,20400
1,2016,3,37398,2,20,67.3,2,13850
2,2017,3,20185,1,150,50.4,1.5,14340
6,2016,2,47148,2,200,49.6,3,20610
1,2017,3,18635,1,200,39.8,3,20750
2,2018,3,16512,1,145,39.8,3,23750
16,2014,1,29387,2,160,51.4,2,10422
3,2020,3,3450,1,150,40.4,2,31990
18,2020,3,3245,3,140,5.5,2,42990
1,2019,3,1491,1,145,43.5,1.5,23995
1,2019,1,1569,2,145,70.6,2,22995
3,2019,3,12897,2,145,52.3,2,27495
6,2019,3,3035,2,150,44.1,2,31999
21,2019,3,4000,1,145,26.4,3,63999
17,2020,3,5000,2,145,47.9,2,28999
22,2020,3,4000,2,145,33.6,3,64999
2,2020,3,5000,2,145,48.7,2,29999
2,2019,3,5713,1,145,50.4,1.5,22999
16,2017,3,25013,2,145,57.6,2,20990
18,2020,3,2294,2,145,36.7,3,40990
2,2017,2,17000,1,125,48.7,2,14990
20,2020,3,6825,2,150,37.7,3,53990
3,2019,3,7825,1,150,34.9,3,41990
24,2020,3,4825,1,150,38.7,2,31990
3,2019,3,5869,2,150,52.3,2,32990
3,2020,3,2894,1,150,33.6,3,43990
7,2019,3,7515,2,150,42.2,3,46990
2,2019,3,5000,1,145,40.9,1.5,23999
16,2018,1,2750,1,145,40.9,1.5,21999
5,2019,3,2723,2,145,53.3,3,37995
4,2020,3,20,2,145,65.7,2,28300
4,2020,3,37,1,145,48.7,2,26500
4,2020,3,121,1,145,48.7,2,28995
2,2020,3,5000,1,145,50.4,1.5,22999
18,2020,3,2000,3,135,5.5,2,53995
3,2019,3,4000,2,145,52.3,2,28995
3,2018,1,14875,1,145,47.9,2,19999
2,2017,2,12941,3,0,141.2,1.5,18490
1,2016,1,33779,2,20,68.9,2,11990
6,2017,3,25975,2,160,51.4,3,23990
2,2016,3,27484,2,125,60.1,2,17490
3,2017,3,24200,2,145,53.3,3,22790
3,2020,3,3500,1,145,42.2,2,27492
1,2019,1,7169,2,145,72.4,1.5,16450
3,2019,2,4971,2,145,52.3,2,26000
3,2019,3,8158,1,145,42.2,2,25000
2,2020,3,10,1,145,39.8,3,29500
16,2017,3,20470,2,145,57.6,2,22495
3,2016,3,34137,2,200,49.6,3,21499
4,2016,3,16210,2,30,65.7,2,20999
1,2019,1,6181,1,145,52.3,1.5,19895
13,2018,3,8725,1,145,33.6,3,53999
2,2019,3,3880,1,145,47.9,2,22999
3,2019,2,8410,2,145,53.3,3,27490
2,2019,1,7367,1,145,40.4,1.5,18500
2,2019,2,7044,3,135,148.7,1.5,21450
17,2019,3,6086,1,145,36.2,2,28950
16,2019,2,15608,1,150,46.3,1.5,25990
2,2017,3,11901,1,145,39.8,3,24500
2,2016,3,20193,2,125,57.6,2,14500
12,2017,3,21431,1,150,34,3,37970
4,2018,3,13754,1,150,48.7,2,21750
4,2014,3,39271,1,165,44.1,2,14550
1,2017,3,22000,1,150,39.8,3,20995
3,2017,2,27323,2,160,51.4,3,19250
16,2013,3,48058,2,160,52.3,2,10999
16,2019,3,4850,1,145,46.3,1.5,25996
2,2019,2,13186,3,135,148.7,1.5,21250
2,2019,2,10218,3,135,148.7,1.5,21785
5,2019,3,8827,3,135,156.9,2,32000
2,2019,2,9181,3,135,148.7,1.5,21450
4,2018,2,28363,1,145,41.5,3,24450
3,2017,3,16363,1,145,41.5,3,25490
1,2018,3,15897,1,150,32.5,3,25995
2,2019,3,5208,1,145,47.9,2,24999
1,2018,3,12087,1,145,39.8,3,23499
2,2019,3,3550,2,145,64.2,2,24444
5,2015,3,38695,2,145,53.3,3,17999
2,2019,3,5000,1,145,40.9,1.5,23999
2,2019,3,5721,1,145,38.2,3,28995
5,2019,2,6000,2,145,60.1,2,30000
5,2019,2,6000,1,145,46.3,2,30000
5,2016,3,46367,2,165,50.4,3,20000
1,2016,3,21000,2,125,61.4,2,17000
5,2020,3,5000,3,150,49.6,2,34999
4,2020,3,4000,2,150,65.7,2,33999
2,2016,3,22783,2,30,62.8,2,17000
17,2019,3,2598,1,145,42.2,1.5,24450
17,2019,2,6012,2,145,61.4,2,27750
4,2019,2,75,1,145,45.6,2,27950
18,2019,2,5000,2,145,54.3,2,33750
17,2019,2,8452,2,145,58.9,2,27950
18,2019,2,7465,2,145,54.3,2,34000
4,2015,3,45000,1,160,44.1,2,16990
5,2020,3,9,1,150,50.4,2,29000
8,2019,3,12,2,150,39.8,3,57000
3,2019,3,11812,1,150,41.5,2,26500
3,2017,3,19967,3,135,134.5,2,21000
21,2020,3,9612,2,145,34.9,3,55500
4,2020,3,10,2,145,60.1,2,30000
20,2019,2,9339,2,145,37.7,3,44000
2,2017,3,19760,2,150,68.9,2,14999
3,2017,3,17324,2,165,51.4,3,21999
19,2020,3,4000,2,150,40.9,3,46999
16,2020,3,5000,2,150,47.9,2,34999
16,2020,3,3000,2,150,52.3,2,34999
13,2020,3,3000,1,150,28.5,3,59999
3,2018,3,12492,2,150,64.2,2,22799
2,2017,3,27169,1,200,39.8,3,22152
7,2019,3,6516,2,150,44.8,3,48912
4,2019,3,3121,1,150,45.6,2,29882
18,2013,3,72752,2,165,50.4,2,13991
16,2017,3,45000,2,150,57.6,2,18661
3,2016,3,32857,2,30,64.2,2,16991
18,2018,2,6764,1,145,34.5,3,36186
1,2019,1,5000,1,145,41.5,1.5,22895
9,2017,2,3976,3,135,470.8,0,22999
16,2014,3,51483,2,165,52.3,2,10792
16,2017,3,9076,1,165,44.8,2,23082
17,2019,3,5282,1,150,39.8,2,28551
3,2019,3,8310,2,150,52.3,2,26991
4,2019,3,6459,2,150,58.9,2,25771
4,2019,3,2282,1,150,44.8,2,25881
1,2017,3,8789,1,30,55.5,1.5,15792
4,2018,3,17100,2,145,60.1,2,21712
18,2019,3,13570,2,150,54.3,2,31551
2,2019,3,6052,1,150,47.9,2,24352
3,2019,3,318,1,150,40.4,2,36532
1,2019,3,7233,2,150,68.9,1.5,19812
3,2015,3,40321,2,125,58.9,2,14995
6,2019,3,6081,2,150,42.2,2,32785
7,2020,3,5000,2,145,42.2,3,52999
5,2019,3,7450,3,135,156.9,2,34995
3,2019,2,5000,2,145,49.6,2,33995
2,2019,2,1250,2,145,65.7,2,26910
5,2019,2,1200,2,145,62.8,2,31460
4,2019,3,3038,2,145,65.7,2,25070
1,2016,3,14871,2,20,67.3,2,15722
16,2017,3,12566,2,125,60.1,2,19532
19,2019,3,7356,2,145,40.9,3,38495
2,2019,3,2348,2,145,64.2,2,25995
17,2019,3,4890,2,145,58.9,2,31310
1,2019,2,7312,1,145,34.5,2,30200
19,2019,2,9921,2,145,42.8,2,38150
20,2019,2,9815,2,145,37.7,3,47162
17,2020,3,1766,2,145,58.9,2,33400
20,2014,2,30422,2,200,48.7,2,22991
16,2014,3,45671,1,235,38.7,2,15842
3,2016,3,33783,2,125,60.1,2,18331
1,2015,3,15200,2,0,78.5,1.5,13442
16,2018,1,15898,1,150,51.4,1.5,19551
16,2019,3,120,2,150,36.7,2,27991
3,2018,3,15027,2,150,64.2,2,21991
3,2018,3,23501,1,145,46.3,2,20000
2,2019,2,8702,3,135,148.7,1.5,21450
3,2017,3,28930,2,145,49.6,3,25000
4,2017,3,26763,1,145,41.5,3,24999
5,2019,3,10373,2,150,65.7,2,29999
4,2019,3,8235,1,145,48.7,2,28295
1,2018,3,17493,1,150,39.8,3,23999
3,2018,3,17101,1,150,48.7,2,20999
18,2017,3,22749,2,150,54.3,2,25999
1,2016,1,14354,2,0,78.5,1.5,12895
16,2017,3,15991,2,150,55.4,2,23995
4,2015,3,35300,2,125,58.9,2,16991
5,2019,3,7143,1,150,50.4,2,25551
5,2019,3,9631,1,150,36.2,2,29441
18,2019,2,8620,2,145,54.3,2,34510
20,2019,2,15,2,145,37.7,3,54991
4,2020,3,10,2,145,60.1,2,31450
4,2019,2,2000,2,145,60.1,2,28750
16,2019,2,6000,1,145,39.2,2,27000
18,2019,3,35,2,145,54.3,2,34750
2,2019,2,8085,3,135,148.7,1.5,21450
5,2016,3,19418,1,145,47.1,2,18990
18,2017,3,19817,2,145,54.3,2,25950
17,2019,3,650,1,145,39.2,2,31991
17,2019,3,3901,1,145,38.7,2,28991
18,2019,3,1858,2,145,54.3,2,38990
1,2019,3,1954,2,145,48.7,2,31771
16,2019,3,9697,1,145,39.8,1.5,24712
16,2019,3,12020,1,145,46.3,1.5,23652
1,2019,3,2487,2,145,70.6,2,24762
3,2019,3,2000,1,145,42.2,2,29994
1,2017,3,9063,1,145,55.5,1.5,16722
5,2019,3,6260,1,150,50.4,2,26771
1,2020,3,11512,1,150,40.4,1.5,24551
5,2019,3,5838,1,150,50.4,2,27551
3,2019,3,11748,1,150,47.9,2,23991
17,2019,3,8384,1,150,39.8,2,28991
3,2019,3,4925,1,150,43.5,2,29661
5,2017,2,16403,2,145,65.7,2,22312
2,2016,1,26884,1,30,55.4,1.5,12032
19,2016,3,64000,2,145,54.3,2,20022
22,2019,3,1657,2,145,31.4,3,73990
5,2016,3,8392,1,200,43.5,2,18496
21,2019,3,2500,1,145,26.4,3,59990
3,2019,3,2203,1,145,42.2,2,29530
1,2019,2,5511,1,145,40.4,1.5,25290
5,2019,3,1678,1,145,50.4,2,30000
2,2019,2,4428,1,145,50.4,1.5,26990
3,2019,3,4100,1,145,42.2,2,28990
2,2019,1,1250,2,145,51.4,2,20460
20,2020,3,1500,2,145,37.7,3,57990
20,2019,2,1764,2,145,37.7,3,50882
24,2019,3,5340,1,145,38.2,2,28450
3,2019,2,4567,2,145,52.3,2,28260
2,2018,3,2772,1,145,32.5,3,26441
17,2019,3,7922,2,145,58.9,2,28881
5,2019,3,3635,1,145,47.9,2,29982
20,2019,3,10782,2,145,33.6,3,61682
5,2019,3,6891,2,145,65.7,2,27802
5,2019,3,11878,2,145,60.1,3,32102
5,2014,3,59317,2,30,62.8,2,14662
2,2019,3,2404,2,145,65.7,2,24160
2,2019,1,110,1,145,42.8,1.5,19943
2,2019,1,110,1,145,42.8,1.5,19776
2,2019,3,2513,2,145,49.6,2,23870
3,2019,3,3763,1,145,42.2,2,27180
1,2019,3,2510,2,145,51.4,2,25490
17,2019,3,2480,1,145,38.7,2,27670
5,2019,3,3829,1,145,50.4,2,27840
2,2019,3,2501,1,145,50.4,2,24515
4,2016,3,12500,2,125,60.1,2,20832
1,2019,2,7935,2,145,65.7,2,20216
3,2017,2,16374,1,145,47.1,2,23942
4,2017,3,24471,2,30,65.7,2,19142
5,2017,2,41074,2,145,53.3,3,26262
13,2015,3,41120,1,300,34,3,30662
6,2019,2,35,1,145,29.1,3,39146
4,2015,3,28373,2,160,50.4,3,22182
3,2014,3,41083,2,125,57.6,3,16882
3,2019,3,2000,2,145,60.1,2,26405
18,2019,3,7646,1,150,30.4,2,34991
2,2019,3,7755,2,150,65.7,2,22991
18,2019,3,7289,1,150,30.4,2,34551
17,2019,3,9762,2,145,50.4,2,27685
20,2019,3,7864,2,145,37.7,3,48602
2,2019,3,15,1,145,47.9,2,26806
2,2019,3,111,2,145,65.7,2,25404
1,2016,3,26804,2,20,68.9,1.5,14802
2,2019,3,8410,2,145,48.7,2,22594
17,2019,3,4500,1,145,34,2,34173
18,2019,3,6500,2,145,54.3,2,33292
2,2019,3,5000,2,145,49.6,2,24012
4,2019,3,11923,1,145,48.7,2,24522
4,2019,3,5452,2,150,60.1,2,27661
24,2019,3,10018,1,150,37.2,2,33991
2,2019,3,8683,1,150,47.9,2,23441
16,2017,3,55535,2,150,55.4,2,16991
4,2018,3,6035,2,145,65.7,2,22500
3,2018,3,6502,1,150,48.7,2,22395
16,2019,2,4991,2,145,60.1,2,24926
17,2019,2,8848,1,145,38.7,2,23726
5,2019,2,3348,2,145,51.4,3,37376
3,2013,1,27371,1,160,44.8,2,11632
3,2018,2,8850,2,145,60.1,2,22482
3,2017,3,21870,2,145,53.3,3,21972
3,2019,3,10200,1,145,41.5,2,26484
4,2018,3,2422,1,145,45.6,2,24662
1,2019,3,6776,1,145,47.9,2,21145
2,2019,3,28,1,145,50.4,1.5,23074
2,2019,3,7978,1,145,47.9,2,22305
2,2019,3,8257,1,145,47.9,2,23806
2,2019,2,7566,1,145,47.9,2,24356
3,2019,2,7469,1,145,43.5,2,24886
2,2019,3,5499,1,145,47.9,2,24494
2,2019,2,7899,1,145,47.9,2,22406
2,2016,3,15422,1,205,43.5,2,19995
20,2019,3,6251,2,150,37.7,3,48995
21,2016,3,39026,2,205,47.1,3,31995
2,2019,3,6139,1,145,47.9,2,23246
16,2019,3,9044,1,145,40.9,1.5,24474
18,2019,2,5000,2,145,54.3,2,34000
3,2019,2,5000,2,145,52.3,2,29985
3,2019,2,3185,1,145,42.2,2,29500
5,2020,3,1000,1,145,46.3,2,35995
16,2019,3,1000,2,145,60.1,2,28995
2,2019,3,9792,1,145,38.7,1.5,21274
2,2019,2,8005,1,145,38.7,1.5,21376
2,2019,2,6179,2,145,46.3,2,25466
8,2019,2,1616,2,145,39.8,3,63806
22,2019,2,1793,2,145,31.4,3,78386
3,2019,3,11727,1,145,41.5,2,26524
5,2019,2,677,1,145,50.4,2,28495
16,2016,3,25401,2,125,57.6,2,18148
5,2016,3,25458,2,145,55.4,3,18672
1,2020,3,10,1,150,34.5,2,11995
4,2016,3,48552,2,125,60.1,2,15995
1,2015,1,51342,2,0,83.1,1.5,8998
16,2017,1,24050,2,125,58.9,2,16333
3,2019,3,9665,2,145,52.3,2,28024
3,2019,3,10571,2,145,62.8,2,22482
17,2019,3,5000,2,145,58.9,2,28874
3,2019,3,2571,2,145,62.8,2,24404
5,2019,3,3506,2,145,62.8,2,29042
3,2019,3,7749,2,145,64.2,2,23164
2,2019,3,7460,1,145,47.9,2,24054
16,2019,3,9708,1,145,46.3,1.5,24485
3,2019,2,5000,1,145,42.2,2,29500
3,2019,2,9752,2,145,49.6,2,31500
1,2019,3,9888,1,145,34.5,2,31000
3,2019,2,5000,2,145,47.9,3,37750
13,2019,3,125,1,145,32.5,3,48500
2,2019,2,5000,1,145,40.9,1.5,25500
4,2017,3,16613,2,145,50.4,3,22250
16,2019,3,1000,2,145,60.1,2,25995
3,2019,3,2000,2,145,47.9,3,34995
4,2020,3,1000,2,145,58.9,2,35995
5,2020,3,1000,2,145,65.7,2,30995
5,2019,2,2000,2,145,60.1,2,32995
3,2015,2,34466,1,125,51.4,2,14995
16,2018,2,8493,1,145,44.8,2,24995
8,2019,2,5883,1,145,33.6,3,62995
2,2017,1,30310,1,125,52.3,1.5,15995
1,2013,3,43818,1,150,48.7,1.6,10995
5,2016,3,40008,2,30,62.8,2,16495
3,2019,2,2407,2,145,57.6,2,26995
5,2019,2,13,1,145,50.4,2,28995
3,2019,2,11204,1,145,41.5,2,27995
1,2013,1,55621,2,30,62.8,2,8555
3,2015,3,77241,2,30,64.2,2,12321
14,2016,3,26000,1,565,28.5,4.4,30181
3,2019,3,3523,2,145,48.7,2,30962
5,2017,3,21704,2,145,62.8,2,26495
3,2019,3,2166,3,135,8.8,2,35995
2,2017,3,22012,1,200,39.8,3,21995
1,2015,1,24470,2,30,65.7,2,14995
4,2019,2,6963,2,145,65.7,2,24995
4,2020,3,100,1,145,45.6,2,25995
3,2017,3,9981,2,150,62.8,2,19995
12,2018,3,28347,1,150,34,3,36995
5,2017,3,34828,2,30,68.9,2,19995
18,2017,3,27782,2,150,54.3,2,24995
3,2019,3,9436,2,150,67.3,2,23995
3,2019,3,4183,2,150,52.3,2,26995
3,2019,3,10334,2,150,52.3,2,27995
5,2019,3,3383,2,145,51.4,3,38995
2,2016,3,22642,1,260,35.8,3,21995
5,2017,3,11035,2,145,56.5,3,28995
2,2019,3,3748,1,145,47.9,2,21995
1,2019,3,3244,1,145,34.5,2,30995
2,2019,3,3000,2,145,47.1,2,27995
1,2019,1,3000,1,145,44.1,1.5,22995
20,2016,2,35370,2,205,47.1,3,28781
2,2017,1,24893,1,150,53.3,1.5,13990
6,2014,3,62695,2,165,51.4,3,15750
20,2018,3,15633,1,145,25.4,4.4,51999
14,2019,3,3153,1,145,24.1,4.4,70686
18,2019,3,4169,1,145,30.4,2,35215
2,2019,2,10241,2,145,49.6,2,23956
5,2019,3,1000,2,145,60.1,2,32995
18,2019,3,4741,1,145,24.8,3,59995
3,2016,3,39293,2,30,62.8,2,15995
2,2019,3,8640,1,145,50.4,2,21995
2,2018,3,10632,1,145,39.8,3,24995
3,2016,3,37625,2,205,49.6,3,21995
1,2019,3,17546,2,150,68.9,1.5,19995
19,2019,3,7974,2,150,42.8,2,31995
16,2018,3,14409,1,150,40.9,1.5,23995
4,2020,3,100,2,145,55.4,3,29995
3,2020,1,2356,2,145,54.3,2,32995
3,2020,1,1000,2,145,54.3,2,27995
5,2017,3,36107,2,145,51.4,3,29995
1,2017,3,24000,1,145,39.8,3,22995
3,2017,3,14404,2,145,67.3,2,16995
13,2020,3,1500,1,145,34,3,45995
5,2018,2,3001,2,145,53.3,3,33995
2,2019,2,4740,2,145,61.4,2,24995
3,2020,3,1000,2,145,49.6,2,38995
21,2015,3,40915,2,200,44.8,3,27995
3,2019,3,4953,3,135,8.8,2,33995
20,2017,2,11197,2,200,47.1,3,35995
5,2019,3,11567,3,135,156.9,2,35995
2,2016,3,42026,1,145,48.7,2,14995
19,2020,3,2000,1,145,26.9,3,43995
2,2020,3,1000,1,145,40.9,1.5,25995
1,2017,1,34003,1,145,46.3,2,16995
15,2018,3,8207,1,145,28.5,4.4,46995
1,2017,3,7409,1,145,39.8,3,23995
5,2017,2,22379,2,145,60.1,3,26995
1,2016,3,15684,1,30,55.5,1.5,14995
2,2019,2,8205,1,145,32.5,3,26995
5,2019,2,10,1,145,36.2,2,31995
3,2019,2,4258,2,145,52.3,2,25995
16,2018,3,16876,2,145,47.1,2,23995
20,2016,2,36631,2,235,42.8,3,36995
18,2018,3,30776,2,145,48.7,3,32995
1,2017,3,33311,1,200,39.8,3,21495
2,2017,3,20496,1,30,55.4,1.5,19995
1,2017,1,24263,2,150,78.5,1.5,12995
16,2018,2,17369,2,145,60.1,2,25995
4,2019,2,1000,2,145,65.7,2,25995
1,2017,1,16127,1,145,47.1,2,17300
16,2016,2,13553,1,160,44.8,2,21000
21,2018,3,15119,2,145,40.9,3,39994
17,2018,3,13314,2,145,58.9,2,28494
3,2017,3,19452,1,150,45.6,2,17994
1,2017,3,17129,1,150,47.9,2,18494
1,2017,3,17820,1,205,39.8,3,21995
18,2015,3,43626,2,150,54.3,2,17994
5,2014,3,34682,2,125,60.1,2,15995
7,2016,3,24446,1,205,41.5,3,24995
3,2017,3,47896,2,200,49.6,3,21500
1,2017,2,24092,1,145,39.8,3,19990
18,2015,3,44126,2,200,47.1,3,19599
4,2018,3,10305,1,150,41.5,3,26500
1,2014,3,23000,1,125,50.4,1.6,11995
3,2015,3,44533,2,20,68.9,2,11970
1,2017,3,6200,1,145,55.5,1.5,15495
1,2019,3,5975,1,145,55.5,1.5,18995
4,2019,3,13309,2,145,60.1,2,25995
17,2018,3,24136,1,145,38.7,2,22995
20,2019,2,7163,2,145,37.7,3,43716
2,2018,2,5193,1,145,48.7,2,18216
5,2019,2,6071,2,145,53.3,3,32896
18,2019,2,8813,2,145,54.3,2,31116
5,2019,3,13098,3,135,156.9,2,30494
20,2019,2,4943,2,145,37.7,3,45994
1,2019,1,2771,1,150,41.5,1.5,26995
16,2019,2,3796,2,145,60.1,2,25406
5,2019,2,6456,2,145,60.1,2,27916
18,2019,2,8186,2,145,54.3,2,31116
20,2019,2,6742,2,145,37.7,3,43796
20,2019,2,6883,2,145,37.7,3,43946
20,2019,2,4399,2,145,37.7,3,46740
8,2019,3,3369,1,150,26.7,4.4,73890
3,2019,3,3437,1,145,41.5,2,37995
14,2019,3,23,1,145,24.1,4.4,70995
3,2019,3,296,2,145,49.6,2,33994
3,2019,3,8754,1,145,34.9,3,41994
5,2019,3,1756,2,145,51.4,3,34994
2,2019,2,13,3,135,113,1.5,26994
20,2019,2,5127,2,145,37.7,3,46666
18,2019,2,8998,2,145,54.3,2,31986
20,2019,2,6480,2,145,37.7,3,47156
3,2019,2,7015,1,145,41.5,3,26826
3,2016,3,41345,2,150,56.5,3,16500
16,2017,1,40831,2,145,68.9,2,14600
20,2019,2,8093,2,145,37.7,3,43706
20,2019,2,8204,2,145,37.7,3,43706
20,2019,2,7329,2,145,37.7,3,43716
22,2019,2,5825,1,145,24.8,3,67986
1,2019,3,965,1,145,54.3,1.5,20732
4,2019,3,2124,2,150,65.7,2,26482
2,2018,3,17421,2,145,60.1,2,17995
6,2016,3,25596,2,200,49.6,3,22910
3,2015,3,75238,1,125,54.3,1.5,10370
16,2015,3,40104,2,125,57.6,2,15560
4,2013,1,78402,2,125,57.6,2,11040
1,2015,1,79999,2,0,83.1,1.5,7540
1,2017,3,23863,1,145,47.9,2,17500
16,2016,2,6341,1,160,44.8,2,21200
19,2019,2,9210,2,145,42.8,2,39990
20,2019,3,13156,2,145,37.7,3,47632
18,2019,3,5974,2,145,54.3,2,33952
2,2019,3,5122,1,145,53.3,1.5,20263
20,2019,3,9115,2,145,37.7,3,48143
1,2016,3,16264,2,30,65.7,2,17052
17,2019,1,5884,2,145,55.4,2,24403
18,2019,3,6224,2,145,54.3,2,33313
3,2019,1,6193,2,145,54.3,2,26103
20,2019,3,11126,2,145,37.7,3,47712
18,2019,3,8468,2,145,54.3,2,33262
20,2019,3,7324,2,145,37.7,3,48422
3,2019,3,6294,2,145,52.3,2,30552
18,2019,3,4186,2,145,54.3,2,35362
20,2019,3,3224,2,145,37.7,3,51902
5,2019,3,2490,2,145,60.1,2,33562
20,2019,3,5545,2,145,37.7,3,51232
20,2019,3,3465,2,145,37.7,3,51822
3,2019,3,6223,2,145,52.3,2,28413
18,2019,3,4599,2,145,54.3,2,35292
3,2019,3,6746,2,145,52.3,2,26836
2,2019,3,5122,1,145,50.4,2,23580
5,2019,3,6655,2,145,60.1,2,31995
20,2019,2,5701,2,145,37.7,3,48766
2,2019,2,1500,1,145,53.3,1.5,22490
21,2019,2,4331,1,145,26.4,3,64652
4,2019,3,6100,1,145,41.5,3,30890
20,2019,3,9000,2,145,37.7,3,45880
3,2019,3,4036,2,145,52.3,2,27195
1,2019,3,6102,1,145,54.3,1.5,19980
3,2019,3,6549,2,145,52.3,2,30052
3,2019,3,4429,2,145,52.3,2,30422
1,2019,3,2343,1,145,40.4,1.5,26991
5,2019,3,8691,3,150,60.1,2,31232
5,2019,3,11421,3,150,60.1,2,30902
1,2019,3,2501,1,150,55.5,1.5,18022
20,2019,3,4846,2,150,37.7,3,50382
20,2019,2,5856,2,145,37.7,3,43946
20,2019,2,2308,2,145,37.7,3,44266
20,2019,2,5914,2,145,37.7,3,43946
1,2019,2,5979,2,145,48.7,2,30180
4,2019,2,1500,1,145,41.5,3,30995
20,2019,2,7259,2,145,37.7,3,44866
21,2019,2,9010,2,145,34.9,3,58700
24,2016,3,16761,1,200,41.5,2,17732
5,2019,3,6659,2,145,65.7,2,28110
18,2019,2,6579,2,145,54.3,2,31736
18,2019,2,10155,2,145,54.3,2,31196
3,2019,3,4500,2,145,49.6,2,33470
3,2019,2,1500,2,145,48.7,2,28220
5,2019,3,3000,2,145,56.5,3,33900
5,2019,2,2891,2,145,60.1,2,28836
19,2019,3,8310,2,145,42.8,2,36390
5,2019,2,11598,2,145,60.1,2,27876
18,2019,2,6314,2,145,54.3,2,31826
18,2019,3,5865,2,145,54.3,2,32345
19,2019,2,5980,2,145,37.2,3,42995
19,2019,2,8610,2,145,40.9,3,38995
1,2019,2,4604,2,145,51.4,2,26580
20,2019,3,6056,2,145,37.7,3,44736
17,2019,3,2946,2,145,48.7,2,27915
20,2019,2,6891,2,145,37.7,3,46996
4,2019,2,4734,1,145,48.7,2,27162
16,2016,3,21292,2,125,57.6,2,19161
5,2016,3,41052,2,30,62.8,2,15300
18,2019,3,6792,2,145,54.3,2,33262
18,2019,2,6527,2,145,54.3,2,33606
20,2019,3,11164,2,145,37.7,3,46496
2,2019,2,5054,1,145,39.2,1.5,21730
3,2019,3,3049,2,145,62.8,2,24730
18,2019,3,5852,2,145,54.3,2,33612
20,2019,3,6171,2,145,37.7,3,47902
18,2019,3,4809,2,145,54.3,2,33972
1,2019,3,8000,1,145,48.7,2,22491
5,2019,3,6371,2,145,60.1,2,30522
1,2018,3,7901,2,145,47.9,2,22072
3,2019,2,1500,1,145,42.2,2,28110
2,2019,3,4400,1,145,46.3,2,28640
16,2019,3,9507,1,145,38.7,2,31440
3,2019,3,5626,1,150,42.2,2,26782
17,2019,3,3898,1,150,39.2,2,29991
16,2018,3,21336,1,150,44.8,2,23961
20,2019,3,9278,2,145,37.7,3,47213
20,2019,3,8442,2,145,37.7,3,47123
1,2015,3,13600,1,145,48.7,1.6,13832
20,2019,3,6776,2,145,37.7,3,48193
16,2014,3,65912,2,165,52.3,2,12901
3,2013,1,68991,2,125,58.9,2,11511
1,2019,3,5916,1,145,40.4,1.5,24572
16,2017,3,12224,2,150,55.4,2,20981
1,2018,3,4506,1,150,48.7,2,19381
2,2017,1,14143,2,150,74.3,1.5,15261
16,2014,3,49445,2,150,56.5,2,12991
2,2017,2,15076,1,145,45.6,2,19994
5,2017,3,23000,2,150,51.4,3,32995
20,2019,3,5345,2,145,37.7,3,45463
20,2019,3,6776,2,145,37.7,3,47193
18,2019,3,4646,2,145,54.3,2,32302
5,2019,3,6215,3,145,60.1,2,32072
20,2019,3,7450,2,145,37.7,3,48302
20,2019,3,7956,2,145,37.7,3,45152
3,2015,3,18283,2,160,51.4,3,21242
16,2019,2,15846,1,145,37.7,2,23812
21,2016,3,21088,2,200,47.1,3,30891
1,2019,1,5085,1,150,41.5,1.5,24995
18,2019,3,9250,2,150,48.7,3,37495
1,2019,1,4869,1,150,44.8,1.5,21995
1,2019,3,12375,2,145,72.4,1.5,17495
4,2016,3,37000,1,200,41.5,3,21000
4,2015,3,25000,2,145,56.5,3,18290
18,2014,3,45000,2,165,50.4,2,14490
16,2016,3,24592,1,160,44.8,2,20232
16,2019,3,5795,2,145,50.4,2,29302
17,2019,1,7189,2,145,48.7,2,21992
17,2018,1,5438,2,145,52.3,2,20306
17,2019,3,3011,1,145,38.7,2,24352
13,2018,3,8797,1,145,34,3,39792
17,2018,1,3752,2,145,49.6,2,23146
4,2019,3,7398,1,145,48.7,2,25400
4,2019,3,6370,2,145,65.7,2,25400
12,2015,3,13537,1,300,34,3,32950
21,2019,2,1000,1,145,26.4,3,66290
19,2019,3,4742,2,145,40.9,3,43995
2,2019,3,3000,1,145,42.2,1.5,21995
17,2019,3,1920,2,145,50.4,2,29995
1,2019,3,4210,2,145,51.4,2,26880
3,2013,3,40900,2,145,54.3,3,16291
4,2019,2,8402,1,145,41.5,3,30532
3,2015,1,31828,1,200,43.5,2,14952
22,2019,3,5000,2,145,33.6,3,68720
1,2019,1,3251,1,145,44.1,1.5,21500
16,2016,3,22070,1,160,44.8,2,21591
20,2019,2,3375,2,145,37.7,3,56995
1,2020,3,2797,1,145,34.5,2,32995
16,2020,3,1600,1,145,37.7,1.5,28995
3,2019,3,7759,1,145,42.2,2,27980
